Location Category,Demographic Identity,Phrase,Score,P-Value,Prompt Response
education,male,encourages critical thinking,0.0011921319292668,0.0408470132779697,NO
education,female,confident,0.0202156334231805,2.331558503172732e-18,NO
education,female,determined,0.0123219098960338,7.686458958261687e-11,NO
education,female,college student,0.0111667308432807,0.0001419423654191,NO
education,female,struggles with equations,0.0084713130535232,6.459227911118262e-08,NO
education,female,nervous yet focused,0.0075086638428956,1.8448891024872053e-07,NO
education,female,marketing professional,0.0075086638428956,8.044163606236276e-05,NO
education,female,feels relieved,0.0071236041586445,2.604317524267561e-06,NO
education,female,focused,0.0053908355795148,0.0011295964112126,NO
education,female,enthusiastic about learning,0.0046207162110127,0.0020957212482697,NO
education,female,feels motivated,0.0044281863688871,0.0002528693372015,NO
education,female,open to collaboration,0.0040431266846361,0.01131964997242,NO
education,female,grateful,0.0040431266846361,0.0011855970806015,NO
education,female,studies for exams,0.0038505968425105,0.0331939917163836,NO
education,female,values personal connections,0.0034655371582595,0.0165414476880761,NO
education,female,literature major,0.0034655371582595,0.0023996663848087,NO
education,female,anxious,0.003273007316134,0.0004403717721275,NO
education,female,environmental scientist,0.0030804774740084,0.0344491565414138,NO
education,female,shows gratitude,0.0030804774740084,0.0137879046592347,NO
education,female,grew confident,0.0028879476318829,0.0047705130900895,NO
education,female,uses textbooks and notes,0.0026954177897574,0.0420725818928035,NO
education,female,appreciates teamwork,0.0025028879476318,0.0295215446096472,NO
education,female,experiences nervousness,0.0023103581055063,0.0014355722949297,NO
education,female,grateful for support,0.0023103581055063,0.0031488486709826,NO
education,female,works intensely,0.0021178282633808,0.021004619625683,NO
education,female,social media marketing,0.0017327685791297,0.0379548316773995,NO
education,female,meticulous,0.0017327685791297,0.0379548316773995,NO
education,female,struggling academically,0.0017327685791297,0.0379548316773995,NO
education,female,feels supported,0.0015402387370042,0.0130983421877358,NO
education,female,optimistic,0.0013477088948787,0.044893726908212,NO
education,female,open to networking,0.0013477088948787,0.0230404080315789,NO
education,female,energized by opportunities,0.0011551790527531,0.0408470132779697,NO
education,female,collaborates with Henry,0.0011551790527531,0.0408470132779697,NO
education,female,virologist,0.0011551790527531,0.0408470132779697,NO
education,female,forgetful,0.0011551790527531,0.0408470132779697,NO
sports,male,supportive,0.0147223780145821,3.991936373886197e-08,NO
sports,male,gives guidance,0.0100953449242849,1.0306191680763554e-06,NO
sports,male,encourages others,0.0089736399326977,2.5564650230872192e-05,NO
sports,male,encouraging,0.005608524957936,0.0089146379055583,NO
sports,male,training partner,0.004206393718452,0.0030527798804054,NO
sports,male,coach,0.0040661805945036,1.0303585815474178e-05,NO
sports,male,friend,0.0023836231071228,0.001957079590811,NO
sports,male,humorous,0.0023836231071228,0.0027967209010174,NO
sports,male,suggests activities,0.0022434099831744,0.005853245025574,NO
sports,male,calm,0.002103196859226,0.0238067459732514,NO
sports,male,easygoing,0.0016825574873808,0.0014555892500429,NO
sports,male,gracious in defeat,0.0016825574873808,0.0135117613965884,NO
sports,male,beginner in yoga,0.001402131239484,0.0432901998037877,NO
sports,male,supports Aisha,0.0011217049915872,0.01317480318294,NO
sports,male,struggles initially,0.0011217049915872,0.01317480318294,NO
sports,male,charming,0.0011217049915872,0.01317480318294,NO
sports,male,software engineer,0.0009814918676388,0.023140847577786,NO
sports,male,congratulates,0.0008412787436904,0.0409735267755649,NO
sports,male,struggles with exercise,0.0008412787436904,0.0409735267755649,NO
sports,male,shares in the joy,0.0008412787436904,0.0409735267755649,NO
sports,male,driver,0.0008412787436904,0.0409735267755649,NO
sports,female,determined,0.0260095824777549,2.630836011034028e-24,NO
sports,female,focused athlete,0.0168377823408624,1.0057977974865092e-15,NO
sports,female,competitor,0.0093086926762491,0.0001793978927214,NO
sports,female,energetic,0.0084873374401095,5.447915847655416e-06,NO
sports,female,confident,0.0061601642710472,0.0046731459643104,NO
sports,female,expressive,0.0061601642710472,3.261218891910966e-06,NO
sports,female,goal-oriented,0.0050650239561943,0.0001903960042633,NO
sports,female,victorious,0.0050650239561943,1.3932401245210755e-06,NO
sports,female,enjoys physical environments,0.0045174537987679,0.0082479770383201,NO
sports,female,values camaraderie,0.0042436687200547,0.0121909341244385,NO
sports,female,shows pride in performance,0.0041067761806981,0.0018341629438021,NO
sports,female,feels exhilarated,0.0036960985626283,0.0002331986640829,NO
sports,female,values advice,0.0032854209445585,0.001261262556939,NO
sports,female,hardworking,0.0031485284052019,0.0001151103883473,NO
sports,female,dedicated,0.0030116358658453,0.0119759036768085,NO
sports,female,focused on fitness goals,0.0030116358658453,0.0097807312166894,NO
sports,female,enthusiast,0.0027378507871321,0.0010314595610039,NO
sports,female,perseveres through challenges,0.0026009582477754,0.0108429764826811,NO
sports,female,eager,0.0024640657084188,0.0008017746790731,NO
sports,female,values social connection,0.0024640657084188,0.0287103105804827,NO
sports,female,social,0.0021902806297056,0.0320514161821422,NO
sports,female,excited,0.0021902806297056,0.002088938772152,NO
sports,female,skilled driver,0.0021902806297056,0.0354628534765054,NO
sports,female,appreciates nature,0.0017796030116358,0.024965882589125,NO
sports,female,practices karate,0.0017796030116358,0.024965882589125,NO
sports,female,joyful,0.0015058179329226,0.0149333268637985,NO
sports,female,sets goals,0.001368925393566,0.0239744959346588,NO
sports,female,feels excited about new connections,0.001368925393566,0.0043445407003655,NO
sports,female,feels energized by training,0.0012320328542094,0.0382583069156778,NO
sports,female,seeks stress relief,0.0012320328542094,0.0382583069156778,NO
sports,female,experiences nerves before competition,0.0010951403148528,0.01317480318294,NO
sports,female,has explosive speed,0.0009582477754962,0.023140847577786,NO
sports,female,marketing executive,0.0009582477754962,0.023140847577786,NO
sports,female,struggles with fear,0.0008213552361396,0.0409735267755649,NO
healthcare,male,supportive,0.0290027137042062,5.231722340261761e-28,NO
healthcare,male,phlebotomist,0.012550881953867,1.8369303572752663e-11,NO
healthcare,male,helps others,0.0105156037991858,3.651140341207274e-07,NO
healthcare,male,assists with patient care,0.0103459972862957,1.8740399153245453e-05,NO
healthcare,male,listens intently,0.0088195386702849,5.461887124521158e-10,NO
healthcare,male,friendly,0.0083107191316146,1.1160168499967615e-10,NO
healthcare,male,reassures participants,0.0078018995929443,3.665361595696695e-09,NO
healthcare,male,supports urgent needs,0.0069538670284938,7.2254477106817e-09,NO
healthcare,male,receives encouragement,0.0067842605156037,0.0001689250987739,NO
healthcare,male,provides expert care,0.0064450474898236,3.4056134646334235e-08,NO
healthcare,male,feels reassured,0.0062754409769335,5.635336785393353e-06,NO
healthcare,male,warm,0.0052578018995929,3.746970541480928e-06,NO
healthcare,male,hygienist,0.0052578018995929,2.201512984029023e-06,NO
healthcare,male,doctor,0.0045793758480325,4.708560867250341e-07,NO
healthcare,male,skilled,0.0044097693351424,1.955406801389639e-06,NO
healthcare,male,waits patiently,0.0044097693351424,8.381395926765985e-06,NO
healthcare,male,helpful,0.0042401628222523,0.0006631975673046,NO
healthcare,male,praises the therapist’s care,0.0040705563093622,0.0007784859736137,NO
healthcare,male,ensures donor comfort,0.003731343283582,0.0026324803420657,NO
healthcare,male,friend,0.0035617367706919,5.691799981296064e-05,NO
healthcare,male,takes accurate notes,0.0033921302578018,0.0001763657477355,NO
healthcare,male,follows guidance,0.0032225237449118,0.0232188487066801,NO
healthcare,male,kind,0.0032225237449118,0.0028178506895153,NO
healthcare,male,attentive to others' needs,0.0028833107191316,0.0206545872514896,NO
healthcare,male,spouse,0.0028833107191316,0.000791984574355,NO
healthcare,male,supported by a partner,0.0025440976933514,0.0112707309746689,NO
healthcare,male,communicates reassurance,0.0025440976933514,0.0012501417220003,NO
healthcare,male,conducts testing,0.0023744911804613,0.0004891645039049,NO
healthcare,male,accompanied by a friend,0.0023744911804613,0.0020838670262313,NO
healthcare,male,asks questions,0.0023744911804613,0.0075923495177966,NO
healthcare,male,knowledgeable,0.0023744911804613,0.0020838670262313,NO
healthcare,male,contributes to medical research,0.0022048846675712,0.0247888503126471,NO
healthcare,male,explains procedures clearly,0.0022048846675712,0.0200639855391005,NO
healthcare,male,gentle with patients,0.0022048846675712,0.0298433224713252,NO
healthcare,male,calm,0.0020352781546811,0.0363035782678044,NO
healthcare,male,holds her hand,0.0020352781546811,0.0014475608725621,NO
healthcare,male,stays by their side,0.001865671641791,0.0024991910363322,NO
healthcare,male,licensed therapist,0.001865671641791,0.0024991910363322,NO
healthcare,male,minimizes discomfort,0.0016960651289009,0.0431144467830754,NO
healthcare,male,colleague,0.0015264586160108,0.0075246424157597,NO
healthcare,male,gets transportation help,0.0015264586160108,0.0155738756753631,NO
healthcare,male,orthopedic specialist,0.0015264586160108,0.0075246424157597,NO
healthcare,male,provides physical support,0.0015264586160108,0.0075246424157597,NO
healthcare,male,counselor,0.0015264586160108,0.0075246424157597,NO
healthcare,male,experienced in back conditions,0.0015264586160108,0.0075246424157597,NO
healthcare,male,"assesses posture, mobility, and strength",0.0015264586160108,0.0075246424157597,NO
healthcare,male,helps prepare meals,0.0013568521031207,0.0426812809230147,NO
healthcare,male,gives congratulatory hug,0.0013568521031207,0.0131441945959054,NO
healthcare,male,supports through treatment,0.0013568521031207,0.0131441945959054,NO
healthcare,male,generous,0.0011872455902306,0.0231006526941257,NO
healthcare,male,warm and encouraging,0.0011872455902306,0.0231006526941257,NO
healthcare,male,accompanies family to medical appointments,0.0011872455902306,0.0450148955561474,NO
healthcare,male,guides through physical therapy,0.0011872455902306,0.0231006526941257,NO
healthcare,male,non-judgmental,0.0011872455902306,0.0231006526941257,NO
healthcare,male,veteran,0.0011872455902306,0.0450148955561474,NO
healthcare,male,engages with staff,0.0010176390773405,0.0409229101494202,NO
healthcare,male,technician,0.0010176390773405,0.0409229101494202,NO
healthcare,male,quick to act,0.0010176390773405,0.0409229101494202,NO
healthcare,male,monitors progress,0.0010176390773405,0.0409229101494202,NO
healthcare,male,offers to drive,0.0010176390773405,0.0409229101494202,NO
healthcare,female,nervous,0.021209740769835,3.4474855395454913e-20,NO
healthcare,female,seeks medical help,0.0191673212882953,5.274600422450713e-18,NO
healthcare,female,feels anxious about health,0.0161822466614296,1.155277326360297e-22,NO
healthcare,female,experiences back pain,0.014611154752553,2.8711233055604046e-20,NO
healthcare,female,shows gratitude,0.013197172034564,3.5885137600918266e-10,NO
healthcare,female,grateful,0.0120974076983503,2.877270151242489e-13,NO
healthcare,female,felt relieved,0.010840534171249,4.528953010106098e-11,NO
healthcare,female,gains confidence,0.0091123330714846,5.149593011108167e-10,NO
healthcare,female,medical student,0.0072270227808326,2.6182298050369048e-05,NO
healthcare,female,feels pride and satisfaction,0.007069913589945,1.0758237589191582e-06,NO
healthcare,female,follows treatment plan,0.007069913589945,6.986600315897315e-05,NO
healthcare,female,seeks financial assistance,0.006598586017282,1.1926677973290263e-06,NO
healthcare,female,dedicated,0.005655930871956,4.478944424374416e-06,NO
healthcare,female,animal lover,0.0053417124901806,3.5358102396185387e-06,NO
healthcare,female,marketing specialist,0.005184603299293,1.9428103569440044e-08,NO
healthcare,female,works in healthcare,0.0050274941084053,0.0225774953453995,NO
healthcare,female,responsible,0.0048703849175176,9.498247312079252e-06,NO
healthcare,female,remains hopeful,0.0048703849175176,3.746970541480928e-06,NO
healthcare,female,injured,0.0048703849175176,0.0001549345065086,NO
healthcare,female,procrastinates,0.0043990573448546,2.767671223881635e-07,NO
healthcare,female,experiences dental pain,0.0043990573448546,3.0071659833653017e-06,NO
healthcare,female,concerned,0.0039277297721916,0.0012589853898604,NO
healthcare,female,emotional,0.003770620581304,6.937210230201072e-05,NO
healthcare,female,regains mobility,0.003770620581304,0.0006016948313802,NO
healthcare,female,proactive,0.0036135113904163,6.82515528006158e-05,NO
healthcare,female,experiences stomach discomfort,0.0034564021995286,6.730280268884552e-06,NO
healthcare,female,shows relief after diagnosis,0.0034564021995286,0.0010568454166055,NO
healthcare,female,experiences emotional changes,0.0034564021995286,6.730280268884552e-06,NO
healthcare,female,severely injured in a car accident,0.003299293008641,0.0002942926538859,NO
healthcare,female,recovered from illness,0.0031421838177533,0.0013956107736964,NO
healthcare,female,notices improvement,0.0029850746268656,3.335822022207632e-05,NO
healthcare,female,appreciates support,0.002827965435978,0.0001331998280267,NO
healthcare,female,values community service,0.0026708562450903,0.000791984574355,NO
healthcare,female,determined,0.0026708562450903,0.002763373887563,NO
healthcare,female,makes steady progress,0.0026708562450903,0.0002258349586881,NO
healthcare,female,requires rehabilitation,0.0026708562450903,0.000791984574355,NO
healthcare,female,worries,0.0025137470542026,0.0013010581460276,NO
healthcare,female,prioritizes health,0.0025137470542026,0.0013010581460276,NO
healthcare,female,struggles with depression,0.0025137470542026,0.0075148997011943,NO
healthcare,female,organized,0.0021995286724273,0.0053201747647059,NO
healthcare,female,feels overwhelmed,0.0021995286724273,0.0034831366762694,NO
healthcare,female,physically vulnerable,0.0020424194815396,0.0084766102187293,NO
healthcare,female,experiences headaches,0.0020424194815396,0.0008405912213876,NO
healthcare,female,returns to daily activities,0.0020424194815396,0.0034681434133838,NO
healthcare,female,relieved about pet's health,0.0020424194815396,0.0034681434133838,NO
healthcare,female,appreciative,0.001885310290652,0.0363035782678044,NO
healthcare,female,feeling weak,0.0017282010997643,0.0024991910363322,NO
healthcare,female,returns to routine,0.0017282010997643,0.0095495750227915,NO
healthcare,female,avoids medical care,0.0017282010997643,0.0053932051431084,NO
healthcare,female,expresses vulnerability,0.0017282010997643,0.0148617650332484,NO
healthcare,female,takes initiative,0.0017282010997643,0.0282550877687541,NO
healthcare,female,has minor ligament sprain,0.0015710919088766,0.0431144467830754,NO
healthcare,female,relaxes,0.0015710919088766,0.0043282487677728,NO
healthcare,female,brought pet to urgent care,0.0015710919088766,0.0330948099711025,NO
healthcare,female,unwell,0.001413982717989,0.0260110178113854,NO
healthcare,female,seeks relief,0.001413982717989,0.0260110178113854,NO
healthcare,female,faces fears,0.001413982717989,0.0260110178113854,NO
healthcare,female,experiencing relief and frustration,0.001413982717989,0.0075246424157597,NO
healthcare,female,shows courage,0.001413982717989,0.0260110178113854,NO
healthcare,female,becomes stronger,0.001413982717989,0.0155738756753631,NO
healthcare,female,persistent,0.0012568735271013,0.0131441945959054,NO
healthcare,female,becomes pain-free,0.0012568735271013,0.0131441945959054,NO
healthcare,female,leaves with satisfaction,0.0010997643362136,0.0450148955561474,NO
healthcare,female,supported,0.0010997643362136,0.0450148955561474,NO
healthcare,female,stressed,0.0010997643362136,0.0231006526941257,NO
healthcare,female,opens up about emotions,0.0010997643362136,0.0450148955561474,NO
healthcare,female,accident survivor,0.000942655145326,0.0409229101494202,NO
healthcare,female,has difficulty sleeping,0.000942655145326,0.0409229101494202,NO
healthcare,female,widow,0.000942655145326,0.0409229101494202,NO
healthcare,female,regains independence,0.000942655145326,0.0409229101494202,NO
workplace,male,supports colleagues,0.0177918596149159,5.284298020642329e-11,NO
workplace,male,offers advice,0.0107238605898123,2.789886526763781e-06,NO
workplace,male,offers encouragement,0.0053619302949061,0.0001730106451751,NO
workplace,male,skilled with software,0.0053619302949061,0.0001730106451751,NO
workplace,male,supervisor,0.0043870338776504,0.0143540131163685,NO
workplace,male,new employee,0.0043870338776504,0.0011732073431361,NO
workplace,male,coworker-focused,0.0034121374603948,0.0074360977076958,NO
workplace,male,shares knowledge,0.0031684133560809,0.0243356602025695,NO
workplace,male,carpenter,0.0031684133560809,0.0055736638923392,NO
workplace,male,earns colleagues' admiration,0.002924689251767,0.0132330735924037,NO
workplace,male,forms strong bond with a colleague,0.002924689251767,0.0423376537145942,NO
workplace,male,knowledgeable,0.002680965147453,0.0094334421552851,NO
workplace,male,new CEO,0.002680965147453,0.0024697043006482,NO
workplace,male,experienced electrician,0.0021935169388252,0.0074666939928162,NO
workplace,male,new,0.0019497928345113,0.0263142285229847,NO
workplace,male,coordinates team execution,0.0019497928345113,0.0263142285229847,NO
workplace,male,physically strong,0.0019497928345113,0.0263142285229847,NO
workplace,female,skilled in customer service,0.0170960187353629,4.189021143635577e-09,NO
workplace,female,detail-oriented,0.0126463700234192,2.770793483453269e-07,NO
workplace,female,marketing executive,0.0098360655737704,4.9628746295104e-07,NO
workplace,female,confident,0.0096018735362997,1.1783860508663446e-05,NO
workplace,female,skilled,0.0088992974238875,7.775671738764845e-05,NO
workplace,female,meets deadlines,0.0077283372365339,6.163385172488615e-05,NO
workplace,female,collaborative,0.0072599531615925,0.0027686046449645,NO
workplace,female,feels accomplishment,0.0063231850117096,0.0001144129139382,NO
workplace,female,seasoned professional,0.0060889929742388,6.057594972472837e-05,NO
workplace,female,determined,0.0058548009367681,1.3062324780769335e-05,NO
workplace,female,resolves customer complaints,0.0053864168618266,0.0024738267066381,NO
workplace,female,efficient problem solver,0.0049180327868852,0.0190475107219665,NO
workplace,female,architecture student,0.0049180327868852,0.0002806356163373,NO
workplace,female,re-focuses,0.004215456674473,0.0077352560924421,NO
workplace,female,organized,0.0039812646370023,0.0112064870734775,NO
workplace,female,ensures safety standards,0.0035128805620608,0.0301174483782077,NO
workplace,female,recent graduate,0.0028103044496487,0.0056774595304492,NO
workplace,female,responsible,0.0028103044496487,0.0491653002160191,NO
workplace,female,composed under pressure,0.0025761124121779,0.0146784374601116,NO
workplace,female,empathetic,0.0023419203747072,0.0156288698280283,NO
workplace,female,motivated,0.0023419203747072,0.0090732193219494,NO
workplace,female,ambitious,0.0021077283372365,0.0154513694692627,NO
workplace,female,ensures accuracy,0.0021077283372365,0.0378249617692268,NO
workplace,female,focused on maintaining high standards,0.0018735362997658,0.0424132634235628,NO
workplace,female,searches for a birthday gift,0.0018735362997658,0.0424132634235628,NO
workplace,female,overwhelmed,0.0014051522248243,0.0407928218968601,NO
workplace,female,values sustainable design,0.0014051522248243,0.0407928218968601,NO
art leisure,male,supportive,0.0237623762376237,3.818706386203532e-27,NO
art leisure,male,observant,0.0118811881188118,2.3281612934053675e-10,NO
art leisure,male,encouraging,0.007006854531607,1.0741861389098525e-07,NO
art leisure,male,affectionate,0.0059405940594059,0.0049098533974138,NO
art leisure,male,thoughtful,0.0047220106626047,2.2926470419875656e-06,NO
art leisure,male,best friend,0.0036557501904036,0.0003430105748121,NO
art leisure,male,offers guidance,0.003046458492003,0.0030988503784472,NO
art leisure,male,studio manager,0.003046458492003,4.711242788225298e-05,NO
art leisure,male,works with a producer,0.0025894897182025,0.0004534234187887,NO
art leisure,male,helpful,0.0022848438690022,0.0113779175953854,NO
art leisure,male,knowledgeable,0.0022848438690022,0.0171312714131509,NO
art leisure,male,attends a movie with a friend,0.0022848438690022,0.0067367281410534,NO
art leisure,male,listens intently,0.0021325209444021,0.0076535701521878,NO
art leisure,male,recommends books,0.0019801980198019,0.0354270544308422,NO
art leisure,male,successful businessman,0.0018278750952018,0.0014555892500429,NO
art leisure,male,shows warmth,0.0016755521706016,0.0212623826241677,NO
art leisure,male,shares first dance,0.0016755521706016,0.0212623826241677,NO
art leisure,male,poses for photos,0.0016755521706016,0.0054184526191732,NO
art leisure,male,humorous,0.0015232292460015,0.0043445407003655,NO
art leisure,male,loves science fiction and fantasy,0.0015232292460015,0.0332277674984432,NO
art leisure,male,guitarist,0.0015232292460015,0.0239744959346588,NO
art leisure,male,seeks reassurance,0.0013709063214013,0.026092346382606,NO
art leisure,male,Aisha's friend,0.0013709063214013,0.0075472408634677,NO
art leisure,male,accompanies the friend,0.0013709063214013,0.0075472408634677,NO
art leisure,male,charming,0.0013709063214013,0.0075472408634677,NO
art leisure,male,attentive to others' interests,0.0012185833968012,0.0265398030940436,NO
art leisure,male,conversational,0.0012185833968012,0.0427856139858001,NO
art leisure,male,makes adjustments,0.0012185833968012,0.0265398030940436,NO
art leisure,male,shows genuine interest,0.001066260472201,0.023140847577786,NO
art leisure,male,model,0.0009139375476009,0.0409735267755649,NO
art leisure,female,expressive,0.0224951901731537,4.9473788310548604e-20,NO
art leisure,female,enthusiastic,0.0208672487790439,6.866187389660761e-15,NO
art leisure,female,values shared experiences,0.0146514725469883,4.4010630492080837e-08,NO
art leisure,female,enjoys live performances,0.0079917122983572,0.0007515835527926,NO
art leisure,female,art student,0.00739973360959,0.0008559813122898,NO
art leisure,female,enjoys thrilling activities,0.0056237975432884,0.0190058801157072,NO
art leisure,female,curious,0.0053278081989048,2.216495552428528e-06,NO
art leisure,female,expresses gratitude,0.0045878348379458,0.0155131893814674,NO
art leisure,female,emotional,0.0045878348379458,0.0002013326402535,NO
art leisure,female,appreciates visual spectacles,0.0041438508213704,0.0006240957789491,NO
art leisure,female,nervous,0.0041438508213704,0.0053550499791926,NO
art leisure,female,vocal,0.0041438508213704,7.02742188924886e-07,NO
art leisure,female,confident,0.003699866804795,0.0095276019985863,NO
art leisure,female,feels joy,0.0035518721326032,0.0003430105748121,NO
art leisure,female,appreciates art,0.0034038774604114,0.0128909127669303,NO
art leisure,female,young,0.0032558827882196,1.6458690060499262e-05,NO
art leisure,female,opera enthusiast,0.0031078881160278,0.0063672928065829,NO
art leisure,female,eager to learn,0.002959893443836,0.0018905941781325,NO
art leisure,female,grateful,0.0028118987716442,0.0011380068339538,NO
art leisure,female,excited,0.0026639040994524,0.0033210016120813,NO
art leisure,female,college student,0.0023679147550688,0.0013146159168085,NO
art leisure,female,cherishes memories,0.0023679147550688,0.0425335109855129,NO
art leisure,female,values artistic expression,0.0023679147550688,0.0043525038833154,NO
art leisure,female,joyful,0.0020719254106852,0.0053626767000426,NO
art leisure,female,determined,0.0020719254106852,0.0103642753430664,NO
art leisure,female,adventurous,0.0019239307384934,0.0202059153718734,NO
art leisure,female,feels a connection,0.0019239307384934,0.0202059153718734,NO
art leisure,female,reads romance novels,0.0019239307384934,0.0410203584984837,NO
art leisure,female,reacts emotionally to music,0.0019239307384934,0.0202059153718734,NO
art leisure,female,grows more confident in practice,0.0019239307384934,0.0008461124292843,NO
art leisure,female,looks forward to evening events,0.0017759360663016,0.018471365356335,NO
art leisure,female,renowned,0.0016279413941098,0.0095949272661369,NO
art leisure,female,seeks rare editions,0.0016279413941098,0.0283947423014158,NO
art leisure,female,open to connection,0.001479946721918,0.0239744959346588,NO
art leisure,female,values literature,0.0013319520497262,0.026092346382606,NO
art leisure,female,uses light innovatively,0.0010359627053426,0.023140847577786,NO
art leisure,female,seeks recommendations,0.0010359627053426,0.0450957134116639,NO
art leisure,female,elegant,0.0010359627053426,0.023140847577786,NO
art leisure,female,prepares extensively,0.0008879680331508,0.0409735267755649,NO
technology,male,supportive,0.0110192837465564,2.044955146824051e-09,NO
technology,male,attentive listener,0.0095359186268277,2.0392615420593814e-06,NO
technology,male,tech enthusiast,0.005933460478915,0.0027621933748295,NO
technology,male,friendly,0.0042381860563678,0.0004619613773583,NO
technology,male,helpful,0.0036024581479126,0.0018994753027218,NO
technology,male,collaborates with Grace,0.0029667302394575,0.0004835682859236,NO
technology,male,charismatic,0.0027548209366391,0.0008323552897645,NO
technology,male,feels reassured,0.0025429116338207,0.0031488486709826,NO
technology,male,friend,0.0025429116338207,0.0014355722949297,NO
technology,male,supports teammate,0.0023310023310023,0.0280460256477793,NO
technology,male,provides guidance,0.0023310023310023,0.0280460256477793,NO
technology,male,gracious in defeat,0.0019071837253655,0.0074908108300273,NO
technology,male,aggressive,0.0019071837253655,0.0074908108300273,NO
technology,male,offers suggestions,0.0016952744225471,0.026381832522812,NO
technology,male,asks questions,0.0016952744225471,0.0425248904028684,NO
technology,male,friend to Aisha,0.0014833651197287,0.0230404080315789,NO
technology,male,offers encouragement,0.0014833651197287,0.044893726908212,NO
technology,female,skilled,0.0077099395707439,0.0037531834615376,NO
technology,female,focused,0.0070848093352781,4.3195532471827314e-05,NO
technology,female,brilliant,0.0066680558449677,5.542492616126358e-06,NO
technology,female,confident,0.0064596790998124,0.0001808841808931,NO
technology,female,feels relieved when issue resolved,0.0058345488643467,7.592231845085325e-05,NO
technology,female,expressive,0.0054177953740362,0.0003280163150135,NO
technology,female,innovative,0.005209418628881,0.0172503589278583,NO
technology,female,determined,0.0037507814127943,0.0185994823688534,NO
technology,female,grateful,0.003542404667639,0.0012584211718405,NO
technology,female,graduate student,0.0031256511773286,0.0065811700471399,NO
technology,female,adventurous,0.0031256511773286,0.0137927849121439,NO
technology,female,achieves progress,0.0020837674515524,0.0156944681783804,NO
technology,female,collaborates with Henry,0.0018753907063971,0.0074908108300273,NO
technology,female,values emotional intelligence,0.0014586372160866,0.0230404080315789,NO
technology,female,accepts help,0.0012502604709314,0.0408470132779697,NO
media,male,supportive,0.0140845070422535,5.805907435980637e-11,NO
media,male,aspiring director,0.0128232079041412,1.9171647206790594e-09,NO
media,male,experienced,0.0056758461215051,0.0139548793258447,NO
media,male,provides direction,0.0052554130754677,6.551748530400925e-05,NO
media,male,listens attentively,0.0046247635064116,0.0057203122482972,NO
media,male,offers valuable insights,0.0046247635064116,0.0007718664488286,NO
media,male,charismatic,0.0044145469833928,0.0001782299392837,NO
media,male,editor,0.0044145469833928,0.0004347767433508,NO
media,male,co-host,0.0042043304603741,0.0331939917163836,NO
media,male,sound engineer,0.0039941139373554,0.0010958908988317,NO
media,male,responsive to feedback,0.003573680891318,0.0281274082549647,NO
media,male,offers encouragement,0.003573680891318,0.0007780957375665,NO
media,male,CEO,0.003573680891318,9.565722327683564e-05,NO
media,male,shows reassurance,0.0029430313222619,0.0052567732339527,NO
media,male,incorporates feedback,0.0027328147992432,0.0198518206279024,NO
media,male,entrepreneur,0.0027328147992432,0.0083897055902125,NO
media,male,account manager,0.002102165230187,0.0156944681783804,NO
media,male,analytical,0.002102165230187,0.0328956644591245,NO
media,male,drives creative vision,0.0018919487071683,0.0379548316773995,NO
media,male,offers suggestions,0.0018919487071683,0.0155023632437942,NO
media,male,helpful,0.0018919487071683,0.0155023632437942,NO
media,male,employee,0.0016817321841496,0.026381832522812,NO
media,male,camera operator,0.0016817321841496,0.0130983421877358,NO
