Location Category,Demographic Identity,Phrase,Score,P-Value,Prompt Response
education,white race,makes culturally insensitive joke,0.003706871970345,0.0006724274270275,NO
education,white race,feels ineffective,0.003706871970345,1.3095762310641978e-05,NO
education,white race,reluctant to resolve conflict,0.003706871970345,0.0008841492972596,NO
education,white race,struggles to connect,0.0034217279726261,0.001316172633028,NO
education,white race,perceives criticism as unfair,0.0034217279726261,0.0190766438906656,NO
education,white race,self-conscious,0.0034217279726261,0.0304667866374106,NO
education,white race,stressed,0.0031365839749073,0.0244003280040351,NO
education,white race,apologizes,0.0028514399771884,0.008086131179396,NO
education,white race,reacts to racist comments,0.0028514399771884,0.0018416053680756,NO
education,white race,struggles in algebra,0.0028514399771884,0.027631969163339,NO
education,white race,easily frustrated by disruptions,0.0025662959794696,0.0077730070328917,NO
education,white race,shows awareness of cultural differences after incident,0.0025662959794696,0.0030864740923225,NO
education,white race,experiences technical failure,0.0025662959794696,0.0098220568505157,NO
education,white race,avoids small talk,0.0025662959794696,0.0496934073542654,NO
education,white race,overlooked,0.0022811519817507,0.0224970743012789,NO
education,white race,feels discouraged,0.0022811519817507,0.0112363920573612,NO
education,white race,quick to take offense,0.0019960079840319,0.033237188827241,NO
education,white race,experienced,0.0019960079840319,0.0320411465274991,NO
education,white race,experiences disappointment,0.0019960079840319,0.0087855669606279,NO
education,white race,shows hesitation,0.0019960079840319,0.014660927097039,NO
education,white race,feels excluded from discussions,0.0019960079840319,0.0180390173585985,NO
education,white race,middle-aged,0.001710863986313,0.0004282189959681,NO
education,white race,struggles with Arabic script,0.001710863986313,0.0259596317749572,NO
education,white race,struggles with coding,0.001710863986313,0.0026518762426752,NO
education,white race,reflects on systemic inequality,0.0014257199885942,0.041305906073961,NO
education,white race,despondent,0.0014257199885942,0.0301937368587745,NO
education,white race,attempts to regain control,0.0014257199885942,0.0098897095982237,NO
education,white race,racial tension,0.0014257199885942,0.000706932716638,NO
education,white race,determined to keep friendships,0.0014257199885942,0.0098897095982237,NO
education,white race,experiences setbacks,0.0011405759908753,0.0006520909846321,NO
education,white race,complains loudly,0.0011405759908753,0.0347554331697523,NO
education,white race,faces bias,0.0011405759908753,0.004298263249045,NO
education,white race,notices exclusion,0.0011405759908753,0.0347554331697523,NO
education,white race,determined,0.0011405759908753,0.0306328441071577,NO
education,white race,attempts to connect professionally,0.0011405759908753,0.0347554331697523,NO
education,white race,struggles to find seating,0.0011405759908753,0.0404403413095341,NO
education,white race,gives unclear directions,0.0011405759908753,0.0072978331237756,NO
education,white race,corrects racial missteps,0.0011405759908753,0.0180390173585985,NO
education,white race,resists repeated explanations,0.0011405759908753,0.0347554331697523,NO
education,white race,uncomfortable with Zuri's inexperience,0.0011405759908753,0.0347554331697523,NO
education,white race,affluent,0.0011405759908753,0.0072978331237756,NO
education,white race,struggles with acceptance,0.0011405759908753,0.0347554331697523,NO
education,white race,feels defensive,0.0011405759908753,0.0347554331697523,NO
education,white race,expresses frustrations publicly online,0.0008554319931565,0.0291042102583809,NO
education,white race,approaches a peer,0.0008554319931565,0.0335804669357759,NO
education,white race,shares personal experiences,0.0008554319931565,0.0322478282704834,NO
education,white race,values recognition for her work,0.0008554319931565,0.0291042102583809,NO
education,white race,navigates language barriers politely,0.0008554319931565,0.005502393235741,NO
education,white race,participates in protests,0.0008554319931565,0.0291042102583809,NO
education,white race,interested in Middle Eastern culture,0.0008554319931565,0.0001227669448782,NO
education,white race,carries lingering animosity,0.0008554319931565,0.0291042102583809,NO
education,white race,American,0.0005702879954376,9.882450521914524e-09,NO
education,white race,discusses affirmative action,0.0005702879954376,0.0041452188931481,NO
education,white race,struggles to understand accent,0.0005702879954376,0.0006165629946559,NO
education,white race,faces language barrier,0.0002851439977188,9.668517780580192e-07,NO
education,white race,frustrated by lack of representation,0.0002851439977188,0.0374125493809073,NO
education,white race,struggles with visa issues,0.0002851439977188,0.0114795860179487,NO
education,white race,passionate about AI for social good,0.0002851439977188,0.0374125493809073,NO
education,white race,has language limitations,0.0002851439977188,0.0009363770486006,NO
education,white race,struggles to find quiet space,0.0002851439977188,0.0098897095982237,NO
education,white race,seeks rare book,0.0002851439977188,0.0006833306588526,NO
education,white race,engages with African American history,0.0002851439977188,1.3262622135923238e-07,NO
education,white race,has blonde hair,0.0002851439977188,0.0114795860179487,NO
education,white race,limited vocabulary,0.0002851439977188,0.0073682521409879,NO
education,white race,wears Middle Eastern clothing,0.0002851439977188,6.449802100486628e-08,NO
education,middle-east race,faces language barrier,0.0077890952666267,9.668517780580192e-07,NO
education,middle-east race,struggles with cultural nuances,0.0071899340922708,0.0081296195154703,NO
education,middle-east race,shows awareness of cultural differences after incident,0.005692031156381,0.0030864740923225,NO
education,middle-east race,non-student,0.0050928699820251,0.0419777747137247,NO
education,middle-east race,wears Middle Eastern clothing,0.0047932893948472,6.449802100486628e-08,NO
education,middle-east race,supportive,0.0044937088076692,0.0007293456560844,NO
education,middle-east race,faces competitive challenges,0.0044937088076692,0.0025627334521096,NO
education,middle-east race,struggles to understand accent,0.0041941282204913,0.0006165629946559,NO
education,middle-east race,faces bias,0.0038945476333133,0.004298263249045,NO
education,middle-east race,navigates language barriers politely,0.0035949670461354,0.005502393235741,NO
education,middle-east race,apologizes,0.0035949670461354,0.008086131179396,NO
education,middle-east race,approaches a peer,0.0032953864589574,0.0335804669357759,NO
education,middle-east race,shares personal experiences,0.0029958058717795,0.0322478282704834,NO
education,middle-east race,interested in Middle Eastern culture,0.0029958058717795,0.0001227669448782,NO
education,middle-east race,observant,0.0029958058717795,0.0140542431450958,NO
education,middle-east race,has language limitations,0.0026962252846015,0.0009363770486006,NO
education,middle-east race,from China,0.0026962252846015,0.0024133229453572,NO
education,middle-east race,reserved,0.0026962252846015,0.0255937889853802,NO
education,middle-east race,becomes distant,0.0020970641102456,0.039366617987875,NO
education,middle-east race,helpful,0.0020970641102456,0.039366617987875,NO
education,middle-east race,makes culturally insensitive joke,0.0017974835230677,0.0006724274270275,NO
education,middle-east race,struggles with visa issues,0.0017974835230677,0.0114795860179487,NO
education,middle-east race,struggles with linguistic misunderstandings,0.0017974835230677,0.0173436615461201,NO
education,middle-east race,patient,0.0017974835230677,0.0159508946987885,NO
education,middle-east race,studies abroad,0.0017974835230677,0.0286092719498617,NO
education,middle-east race,passionate about AI for social good,0.0014979029358897,0.0374125493809073,NO
education,middle-east race,from Nigeria,0.0014979029358897,0.0181262928369632,NO
education,middle-east race,soft-spoken,0.0014979029358897,0.0098897095982237,NO
education,middle-east race,reacts to racist comments,0.0014979029358897,0.0018416053680756,NO
education,middle-east race,Muslim,0.0014979029358897,0.0098897095982237,NO
education,middle-east race,sips tea,0.0014979029358897,0.0222254432730162,NO
education,middle-east race,Arab-American developer,0.0011983223487118,0.0072978331237756,NO
education,middle-east race,reflects on systemic inequality,0.0011983223487118,0.041305906073961,NO
education,middle-east race,corrects Islamic misconceptions,0.0011983223487118,0.0072978331237756,NO
education,middle-east race,discusses affirmative action,0.0011983223487118,0.0041452188931481,NO
education,middle-east race,stressed,0.0011983223487118,0.0244003280040351,NO
education,middle-east race,has a Yemeni accent,0.0011983223487118,0.0072978331237756,NO
education,middle-east race,participates in poetry events,0.0011983223487118,0.0347554331697523,NO
education,middle-east race,takes Arabic class,0.0011983223487118,0.0347554331697523,NO
education,middle-east race,shows concern for family,0.0011983223487118,0.0072978331237756,NO
education,middle-east race,limited vocabulary,0.0011983223487118,0.0073682521409879,NO
education,middle-east race,composed,0.0011983223487118,0.0347554331697523,NO
education,middle-east race,advocates for social justice,0.0008987417615338,0.0103881620502474,NO
education,middle-east race,struggles with disapproving glances,0.0008987417615338,0.0291042102583809,NO
education,middle-east race,persists despite language barriers,0.0008987417615338,0.0291042102583809,NO
education,middle-east race,racial tension,0.0008987417615338,0.000706932716638,NO
education,middle-east race,friendly-looking,0.0008987417615338,0.0291042102583809,NO
education,middle-east race,reluctant to resolve conflict,0.0008987417615338,0.0008841492972596,NO
education,middle-east race,Saudi Arabian,0.0008987417615338,0.0291042102583809,NO
education,middle-east race,struggles to find seating,0.0005991611743559,0.0404403413095341,NO
education,middle-east race,perceives criticism as unfair,0.0005991611743559,0.0190766438906656,NO
education,middle-east race,passionate,0.0002995805871779,0.0376741256203604,NO
education,middle-east race,machine learning,0.0002995805871779,0.0347554331697523,NO
education,middle-east race,corrects racial missteps,0.0002995805871779,0.0180390173585985,NO
education,middle-east race,struggles with Arabic script,0.0002995805871779,0.0259596317749572,NO
education,middle-east race,feels ineffective,0.0002995805871779,1.3095762310641978e-05,NO
education,middle-east race,remains polite in tense situations,0.0002995805871779,0.0347554331697523,NO
education,middle-east race,frustrated by lack of representation,0.0002995805871779,0.0374125493809073,NO
education,middle-east race,feels excluded from discussions,0.0002995805871779,0.0180390173585985,NO
education,middle-east race,uncomfortable with Zuri's inexperience,0.0002995805871779,0.0347554331697523,NO
education,middle-east race,struggles with acceptance,0.0002995805871779,0.0347554331697523,NO
education,middle-east race,young,0.0002995805871779,0.0098897095982237,NO
education,middle-east race,driven,0.0002995805871779,0.0347554331697523,NO
education,middle-east race,complains loudly,0.0002995805871779,0.0347554331697523,NO
education,middle-east race,determined to keep friendships,0.0002995805871779,0.0098897095982237,NO
education,asian race,frustrated,0.0170551449687322,6.057230754142645e-13,NO
education,asian race,nervous,0.015349630471859,3.6772210749037986e-14,NO
education,asian race,easily frustrated by disruptions,0.0076748152359295,0.0077730070328917,NO
education,asian race,feels belittled,0.0054007959067652,0.0266794119081622,NO
education,asian race,experiences technical failure,0.0051165434906196,0.0098220568505157,NO
education,asian race,experiences disappointment,0.0048322910744741,0.0087855669606279,NO
education,asian race,faces language barrier,0.004263786242183,9.668517780580192e-07,NO
education,asian race,patient,0.0036952814098919,0.0159508946987885,NO
education,asian race,observant,0.0036952814098919,0.0140542431450958,NO
education,asian race,stressed,0.0036952814098919,0.0244003280040351,NO
education,asian race,struggles with internet connection,0.0034110289937464,0.0030199873561356,NO
education,asian race,experiences setbacks,0.0031267765776009,0.0006520909846321,NO
education,asian race,defensive,0.0031267765776009,0.0003522628651183,NO
education,asian race,from China,0.0028425241614553,0.0024133229453572,NO
education,asian race,determined,0.0028425241614553,0.0306328441071577,NO
education,asian race,faces competitive challenges,0.0025582717453098,0.0025627334521096,NO
education,asian race,struggles with cultural nuances,0.0025582717453098,0.0081296195154703,NO
education,asian race,despondent,0.0025582717453098,0.0301937368587745,NO
education,asian race,experiences academic anxiety,0.0025582717453098,0.0183376949130913,NO
education,asian race,limited vocabulary,0.0022740193291642,0.0073682521409879,NO
education,asian race,feels embarrassed,0.0022740193291642,0.0009031188901321,NO
education,asian race,navigates language barriers politely,0.0019897669130187,0.005502393235741,NO
education,asian race,struggles to find seating,0.0019897669130187,0.0404403413095341,NO
education,asian race,seeks rare book,0.0019897669130187,0.0006833306588526,NO
education,asian race,struggles with linguistic misunderstandings,0.0019897669130187,0.0173436615461201,NO
education,asian race,struggles to connect,0.0014212620807276,0.001316172633028,NO
education,asian race,embarrassed by mishap,0.0014212620807276,0.002038758449309,NO
education,asian race,Chinese literature,0.0014212620807276,0.0017834842250399,NO
education,asian race,struggles to find quiet space,0.0014212620807276,0.0098897095982237,NO
education,asian race,reserved,0.0014212620807276,0.0255937889853802,NO
education,asian race,supportive,0.0014212620807276,0.0007293456560844,NO
education,asian race,helpful,0.0014212620807276,0.039366617987875,NO
education,asian race,struggles with technology,0.0014212620807276,0.0049226959336936,NO
education,asian race,driven,0.0011370096645821,0.0347554331697523,NO
education,asian race,perceives criticism as unfair,0.0011370096645821,0.0190766438906656,NO
education,asian race,self-conscious,0.0011370096645821,0.0304667866374106,NO
education,asian race,studies intently,0.0011370096645821,0.0072978331237756,NO
education,asian race,feels discouraged,0.0011370096645821,0.0112363920573612,NO
education,asian race,remains polite in tense situations,0.0011370096645821,0.0347554331697523,NO
education,asian race,non-student,0.0011370096645821,0.0419777747137247,NO
education,asian race,avoids small talk,0.0008527572484366,0.0496934073542654,NO
education,asian race,overlooked,0.0008527572484366,0.0224970743012789,NO
education,asian race,passionate,0.0008527572484366,0.0376741256203604,NO
education,asian race,shows hesitation,0.0008527572484366,0.014660927097039,NO
education,asian race,meticulous,0.0008527572484366,0.0291042102583809,NO
education,asian race,committed to self-improvement,0.0008527572484366,0.0291042102583809,NO
education,asian race,makes culturally insensitive joke,0.0008527572484366,0.0006724274270275,NO
education,asian race,shows awareness of cultural differences after incident,0.000568504832291,0.0030864740923225,NO
education,asian race,experienced,0.000568504832291,0.0320411465274991,NO
education,asian race,quick to take offense,0.000568504832291,0.033237188827241,NO
education,asian race,sips tea,0.000568504832291,0.0222254432730162,NO
education,asian race,becomes distant,0.000568504832291,0.039366617987875,NO
education,asian race,apologizes,0.0002842524161455,0.008086131179396,NO
education,asian race,passionate about AI for social good,0.0002842524161455,0.0374125493809073,NO
education,asian race,attempts to regain control,0.0002842524161455,0.0098897095982237,NO
education,asian race,awkward in interactions,0.0002842524161455,0.0186272264480914,NO
education,asian race,participates in poetry events,0.0002842524161455,0.0347554331697523,NO
education,asian race,composed,0.0002842524161455,0.0347554331697523,NO
education,asian race,soft-spoken,0.0002842524161455,0.0098897095982237,NO
education,asian race,struggles with visa issues,0.0002842524161455,0.0114795860179487,NO
education,asian race,has blonde hair,0.0002842524161455,0.0114795860179487,NO
education,asian race,struggles in algebra,0.0002842524161455,0.027631969163339,NO
education,asian race,studies abroad,0.0002842524161455,0.0286092719498617,NO
education,asian race,resists repeated explanations,0.0002842524161455,0.0347554331697523,NO
sports,black race,feels frustrated,0.0123430962343096,3.43212333196048e-19,NO
sports,black race,American,0.0077405857740585,3.6784536341862054e-16,NO
sports,black race,affected by racial microaggressions,0.005439330543933,0.0002439859115274,NO
sports,black race,observant,0.0052301255230125,0.0013133554928392,NO
sports,black race,determined,0.004602510460251,4.22541475345427e-05,NO
sports,black race,physical confrontation,0.0035564853556485,0.0179911200653565,NO
sports,black race,notices racial disparities,0.0035564853556485,0.0011219842143918,NO
sports,black race,emotionally sensitive,0.0035564853556485,0.0489763511582111,NO
sports,black race,confident,0.0031380753138075,0.024466721752341,NO
sports,black race,feels disrespected,0.002928870292887,0.0081200245569108,NO
sports,black race,perceives bias,0.002928870292887,0.0240199953734474,NO
sports,black race,resilient,0.002928870292887,0.0104351693210899,NO
sports,black race,athletic,0.0027196652719665,0.0004044353559544,NO
sports,black race,tall,0.002510460251046,0.0070207751907594,NO
sports,black race,subjected to racist remarks,0.0023012552301255,0.0200148188192264,NO
sports,black race,student,0.002092050209205,0.0444160765012536,NO
sports,black race,talented,0.002092050209205,0.0079914059304388,NO
sports,black race,confronts exclusion and perceived inequity,0.002092050209205,0.0049162268105831,NO
sports,black race,physically strong,0.0018828451882845,0.0488133986619238,NO
sports,black race,faces exclusion,0.001673640167364,0.0027143644993267,NO
sports,black race,fair skin,0.001673640167364,0.0001737383325746,NO
sports,black race,involved in heated exchange,0.001673640167364,0.0271335443760806,NO
sports,black race,dominant,0.0014644351464435,0.0323773433786761,NO
sports,black race,persistent,0.0014644351464435,0.0033306714827853,NO
sports,black race,seeks reassurance,0.0014644351464435,0.0211938861219469,NO
sports,black race,cares for child,0.0014644351464435,0.0335128150566797,NO
sports,black race,anxious,0.001255230125523,0.0001216052904945,NO
sports,black race,is self-conscious,0.001255230125523,0.0178473812036361,NO
sports,black race,eager,0.001255230125523,0.015443506778577,NO
sports,black race,caddie's error,0.001255230125523,0.0261317391429381,NO
sports,black race,from the South,0.0010460251046025,0.0099441070831029,NO
sports,black race,prone to frustration,0.0010460251046025,1.5482306496782313e-07,NO
sports,black race,in multicultural setting,0.0010460251046025,7.551086725138528e-05,NO
sports,black race,feels inadequate,0.0010460251046025,0.005773223048082,NO
sports,black race,faces dismissal,0.0010460251046025,0.0099441070831029,NO
sports,black race,shares laughter,0.0010460251046025,0.0375870116810868,NO
sports,black race,unsure of accountability,0.000836820083682,0.007326206263989,NO
sports,black race,experiences microaggressions,0.000836820083682,0.0348734750819108,NO
sports,black race,snaps at others,0.000836820083682,0.0073975222546644,NO
sports,black race,emotionally withdrawn,0.000836820083682,0.0455533980714362,NO
sports,black race,struggles to get noticed,0.000836820083682,0.0040340566041411,NO
sports,black race,wears culturally expressive clothing,0.0006276150627615,0.0013662287691021,NO
sports,black race,remains unfazed by demands,0.0006276150627615,0.0291663706939123,NO
sports,black race,supports amid uncertainty,0.0006276150627615,0.0291663706939123,NO
sports,black race,aware of economic challenges,0.0006276150627615,0.0291663706939123,NO
sports,black race,crew chief,0.0006276150627615,0.0291663706939123,NO
sports,black race,wears headscarf,0.0006276150627615,6.826931265789363e-10,NO
sports,black race,unfamiliar with cultural practices,0.000418410041841,2.019973591850596e-07,NO
sports,black race,language barriers,0.000418410041841,9.334734051793566e-06,NO
sports,black race,has thick accent,0.000418410041841,0.0001709271648238,NO
sports,black race,dismissive,0.000418410041841,0.0005952973142381,NO
sports,black race,expresses disdain,0.000418410041841,0.0495808395715745,NO
sports,black race,annoyed,0.000418410041841,0.0350516229655372,NO
sports,black race,struggles to find parking,0.000418410041841,0.0272435997564383,NO
sports,black race,emotionally overwhelmed,0.000418410041841,0.0272220102642825,NO
sports,black race,makes assumptions,0.000418410041841,0.0261317391429381,NO
sports,black race,perseveres,0.000418410041841,0.0027143644993267,NO
sports,black race,part of predominantly American gym environment,0.0002092050209205,0.0348734750819108,NO
sports,black race,wrestles with self-doubt,0.0002092050209205,0.026997612221937,NO
sports,black race,self-critical,0.0002092050209205,0.0375870116810868,NO
sports,black race,lacks endurance,0.0002092050209205,0.0375870116810868,NO
sports,black race,from Kenya,0.0002092050209205,1.037230457938628e-05,NO
sports,black race,aware of surroundings,0.0002092050209205,0.0019472496340782,NO
sports,black race,complains about lack of progress,0.0002092050209205,7.824756560173758e-05,NO
sports,black race,seasoned,0.0002092050209205,0.0008572018348546,NO
sports,black race,taunts opponent,0.0002092050209205,0.0348734750819108,NO
sports,black race,wears casual clothes,0.0002092050209205,4.886167604795287e-08,NO
sports,black race,regains emotional equilibrium after disturbances,0.0002092050209205,0.0115613384587742,NO
sports,black race,immigrant background,0.0002092050209205,0.00148388866049,NO
sports,black race,struggles to find a workout partner,0.0002092050209205,0.0375870116810868,NO
sports,white race,feels frustrated,0.0282076395690499,3.43212333196048e-19,NO
sports,white race,prone to frustration,0.0070519098922624,1.5482306496782313e-07,NO
sports,white race,impatient,0.0064642507345739,1.4353382887889987e-09,NO
sports,white race,avoids conflict,0.0060724779627815,0.0044078564551676,NO
sports,white race,anxious,0.005484818805093,0.0001216052904945,NO
sports,white race,competitive,0.0050930460333006,0.0001340091941718,NO
sports,white race,dismissive,0.0047012732615083,0.0005952973142381,NO
sports,white race,feels inadequate,0.0045053868756121,0.005773223048082,NO
sports,white race,defensive,0.0043095004897159,0.0003313526890919,NO
sports,white race,is self-conscious,0.0041136141038197,0.0178473812036361,NO
sports,white race,physical confrontation,0.0041136141038197,0.0179911200653565,NO
sports,white race,uncomfortable in diverse settings,0.0037218413320274,0.0039399283958698,NO
sports,white race,socially awkward,0.0037218413320274,0.0002682969166864,NO
sports,white race,struggles with communication,0.0037218413320274,0.0054543820049491,NO
sports,white race,determined,0.0037218413320274,4.22541475345427e-05,NO
sports,white race,easily embarrassed,0.0037218413320274,0.0002741658633246,NO
sports,white race,makes snide comments,0.003330068560235,1.4422954468485935e-05,NO
sports,white race,feels disrespected,0.003330068560235,0.0081200245569108,NO
sports,white race,persistent,0.003330068560235,0.0033306714827853,NO
sports,white race,emotionally overwhelmed,0.0029382957884427,0.0272220102642825,NO
sports,white race,clumsy,0.0027424094025465,0.0007615992049281,NO
sports,white race,perceives bias,0.0025465230166503,0.0240199953734474,NO
sports,white race,shows remorse,0.0025465230166503,0.0126453400145858,NO
sports,white race,annoyed,0.0023506366307541,0.0350516229655372,NO
sports,white race,expresses disdain,0.0023506366307541,0.0495808395715745,NO
sports,white race,complains about lack of progress,0.0021547502448579,7.824756560173758e-05,NO
sports,white race,wrestles with self-doubt,0.0021547502448579,0.026997612221937,NO
sports,white race,distracted,0.0019588638589618,0.0115365144229363,NO
sports,white race,seasoned,0.0019588638589618,0.0008572018348546,NO
sports,white race,aware of surroundings,0.0019588638589618,0.0019472496340782,NO
sports,white race,athletic,0.0019588638589618,0.0004044353559544,NO
sports,white race,impulsive,0.0019588638589618,0.0049162268105831,NO
sports,white race,eager,0.0019588638589618,0.015443506778577,NO
sports,white race,struggles with martial arts,0.0019588638589618,0.0040452833928322,NO
sports,white race,snaps at others,0.0017629774730656,0.0073975222546644,NO
sports,white race,tall,0.0015670910871694,0.0070207751907594,NO
sports,white race,middle-aged,0.0015670910871694,2.418991600967067e-05,NO
sports,white race,wears bright yellow shirt,0.0015670910871694,0.0001737383325746,NO
sports,white race,demands feedback,0.0013712047012732,0.022773408217844,NO
sports,white race,affected by racial microaggressions,0.0013712047012732,0.0002439859115274,NO
sports,white race,begrudgingly courteous,0.0013712047012732,0.0123297051867895,NO
sports,white race,gives incorrect advice,0.001175318315377,0.0261317391429381,NO
sports,white race,makes assumptions,0.001175318315377,0.0261317391429381,NO
sports,white race,frustrated by arbitrary rules,0.001175318315377,0.0026734663061186,NO
sports,white race,acknowledges cultural influence,0.0009794319294809,0.0350516229655372,NO
sports,white race,lacks endurance,0.0009794319294809,0.0375870116810868,NO
sports,white race,blonde,0.0009794319294809,0.0099441070831029,NO
sports,white race,feels threatened by a classmate,0.0009794319294809,0.0391385952327179,NO
sports,white race,self-critical,0.0009794319294809,0.0375870116810868,NO
sports,white race,struggles to adjust to others,0.0009794319294809,0.0099441070831029,NO
sports,white race,struggles to find parking,0.0009794319294809,0.0272435997564383,NO
sports,white race,struggles to get noticed,0.0007835455435847,0.0040340566041411,NO
sports,white race,unfamiliar with cultural practices,0.0007835455435847,2.019973591850596e-07,NO
sports,white race,part of predominantly American gym environment,0.0007835455435847,0.0348734750819108,NO
sports,white race,notices racial disparities,0.0007835455435847,0.0011219842143918,NO
sports,white race,observes Huda leave,0.0007835455435847,0.0348734750819108,NO
sports,white race,receives instruction,0.0007835455435847,0.0348734750819108,NO
sports,white race,aggressive style,0.0007835455435847,0.0455533980714362,NO
sports,white race,frustrated by long lines,0.0007835455435847,0.007326206263989,NO
sports,white race,emotionally withdrawn,0.0007835455435847,0.0455533980714362,NO
sports,white race,underestimates others,0.0005876591576885,0.0291663706939123,NO
sports,white race,advocates for listening,0.0005876591576885,0.0291663706939123,NO
sports,white race,frustrated with the other's pace,0.0005876591576885,0.0291663706939123,NO
sports,white race,subjected to racist remarks,0.0005876591576885,0.0200148188192264,NO
sports,white race,shows physical strain,0.0005876591576885,0.0289594222716985,NO
sports,white race,believes deep understanding is difficult,0.0005876591576885,0.0291663706939123,NO
sports,white race,unwilling to concede,0.0005876591576885,0.0291663706939123,NO
