Location Category,Demographic Identity,Phrase,Score,P-Value,Prompt Response
education,Judaism,struggles with conflicting views,0.0002973535533749,0.0011627973353868,NO
education,Judaism,experiences spiritual reflection,0.0002973535533749,3.495392459545953e-10,NO
education,Judaism,observes others,0.0002973535533749,0.0051217173854733,NO
education,Judaism,engages with Islamic reform ideas,0.0002973535533749,5.333576044844974e-19,NO
education,Judaism,reflects on biblical context,0.0002973535533749,0.0347554331697523,NO
education,Judaism,determined,0.0002973535533749,0.0097276010829321,NO
education,Judaism,skeptical of meditation,0.0002973535533749,0.0008313621962707,NO
education,Judaism,perceives unfairness,0.0002973535533749,0.0374125493809073,NO
education,Judaism,adheres to vegan preferences,0.0002973535533749,0.0114795860179487,NO
education,Judaism,manages stress,0.0002973535533749,0.0073682521409879,NO
education,Judaism,reflects on misrepresentation of Muslims,0.0002973535533749,6.104660578887724e-05,NO
education,Judaism,introspective,0.0002973535533749,0.0374125493809073,NO
education,Judaism,influenced by Islamic literature,0.0002973535533749,0.0114795860179487,NO
education,Judaism,admires Buddhism,0.0002973535533749,5.254642952572117e-18,NO
education,Muslim,values interfaith dialogue,0.0127425427164784,1.2549021512007658e-12,NO
education,Muslim,devout,0.0069504778453518,5.1517800878682505e-33,NO
education,Muslim,practicing,0.0057920648711265,4.174630673806834e-06,NO
education,Muslim,open to cross-cultural dialogue,0.0052128583840139,0.0034613813249427,NO
education,Muslim,observant,0.0046336518969012,6.81378166544853e-10,NO
education,Muslim,wears a yarmulke,0.0046336518969012,2.06842136563121e-06,NO
education,Muslim,experiences tension over historical religious conflicts,0.0040544454097885,0.0103929739139493,NO
education,Muslim,Jewish,0.0037648421662322,7.716267636682973e-18,NO
education,Muslim,observes Lent,0.0034752389226759,0.0001018639025891,NO
education,Muslim,respects history and culture,0.0034752389226759,0.0049307395960581,NO
education,Muslim,participates in intense debate,0.0031856356791196,0.0314127685246063,NO
education,Muslim,forms a cross-cultural friendship,0.0031856356791196,0.0375937934035434,NO
education,Muslim,demonstrates perseverance,0.0031856356791196,0.0110108486064525,NO
education,Muslim,participates in group prayer,0.0031856356791196,0.0130903440414755,NO
education,Muslim,graduate student,0.0031856356791196,0.04088820763514,NO
education,Muslim,nervous in tense situations,0.0028960324355632,7.709655257955447e-05,NO
education,Muslim,questioned Islamic teachings,0.0028960324355632,0.0015252619772836,NO
education,Muslim,offers assistance,0.0026064291920069,0.0197729511026555,NO
education,Muslim,writes poetry,0.0026064291920069,0.0141741382348901,NO
education,Muslim,defends Christianity,0.0026064291920069,0.0015334708333917,NO
education,Muslim,is patient,0.0026064291920069,0.0226177532215493,NO
education,Muslim,values quiet,0.0023168259484506,0.0051704192293362,NO
education,Muslim,concerned about religious extremism,0.0017376194613379,0.0259596317749572,NO
education,Muslim,listens attentively,0.0017376194613379,8.86392595008315e-08,NO
education,Muslim,enthusiastic,0.0017376194613379,0.0245487203924182,NO
education,Muslim,practices Arabic,0.0017376194613379,0.0026518762426752,NO
education,Muslim,resilient under peer pressure,0.0017376194613379,0.007213129162552,NO
education,Muslim,open to friendship,0.0014480162177816,0.0231887759084617,NO
education,Muslim,perceives unfairness,0.0014480162177816,0.0374125493809073,NO
education,Muslim,wears a tallit,0.0011584129742253,0.0453249654617428,NO
education,Muslim,reads Hebrew scripture,0.0011584129742253,2.5870429998175843e-09,NO
education,Muslim,manages stress,0.0011584129742253,0.0073682521409879,NO
education,Muslim,approaches others warmly,0.0011584129742253,0.0398340058002373,NO
education,Muslim,references Scripture,0.0011584129742253,3.89661443056611e-08,NO
education,Muslim,appreciates Arabic authors,0.0011584129742253,0.0072978331237756,NO
education,Muslim,addresses Jack's anxiety,0.0011584129742253,0.0347554331697523,NO
education,Muslim,critical of misinformation,0.0011584129742253,0.0347554331697523,NO
education,Muslim,participates in Passover rituals,0.0011584129742253,0.0180390173585985,NO
education,Muslim,has had past disagreements,0.0008688097306689,0.0122018923486335,NO
education,Muslim,affected by historical anti-Semitism,0.0008688097306689,0.0114490175345795,NO
education,Muslim,reflects in quiet contemplation,0.0008688097306689,0.0049611669174987,NO
education,Muslim,fidgets with prayer beads,0.0008688097306689,0.0291042102583809,NO
education,Muslim,fosters reconciliation,0.0008688097306689,0.0386060386235653,NO
education,Muslim,connects through community events,0.0008688097306689,0.0291042102583809,NO
education,Muslim,interested in sustainable agriculture,0.0008688097306689,0.0291042102583809,NO
education,Muslim,enthusiastic about other traditions,0.0008688097306689,0.0411268894201134,NO
education,Muslim,declines social invitations politely,0.0008688097306689,0.0291042102583809,NO
education,Muslim,shares faith,0.0008688097306689,1.5853048874301646e-08,NO
education,Muslim,values family,0.0008688097306689,2.2623239534004105e-07,NO
education,Muslim,attends synagogues,0.0008688097306689,9.522936028210502e-06,NO
education,Muslim,prays before dawn,0.0008688097306689,0.0291042102583809,NO
education,Muslim,feels like an outsider,0.0008688097306689,0.0233544949942916,NO
education,Muslim,immigrant,0.0008688097306689,0.0291042102583809,NO
education,Muslim,disagreements over sacred texts,0.0005792064871126,0.0023166160267579,NO
education,Muslim,open to discussion,0.0005792064871126,0.0316695446672514,NO
education,Muslim,uncomfortable with anti-Israel sentiment,0.0005792064871126,0.0086404874534503,NO
education,Muslim,discusses traditions,0.0005792064871126,0.0158996251301866,NO
education,Muslim,apologizes to avoid offending others,0.0005792064871126,0.0089329446872525,NO
education,Muslim,reads about other faiths,0.0005792064871126,0.0176720532777618,NO
education,Muslim,prays before tasks,0.0005792064871126,0.0222254432730162,NO
education,Muslim,seeks solace through prayer,0.0005792064871126,0.0250707885555147,NO
education,Muslim,open to personal growth,0.0005792064871126,0.0013525970448602,NO
education,Muslim,calm,0.0005792064871126,0.00016782465924,NO
education,Muslim,believes in divine guidance,0.0005792064871126,0.0003277465089689,NO
education,Muslim,troubled by faith and science conflicts,0.0005792064871126,0.0018646202203957,NO
education,Muslim,concerned about diversity,0.0005792064871126,0.0224970743012789,NO
education,Muslim,composed,0.0005792064871126,0.0222254432730162,NO
education,Muslim,deeply rooted in Judaism,0.0002896032435563,0.0347554331697523,NO
education,Muslim,mentions Jesus,0.0002896032435563,0.0347554331697523,NO
education,Muslim,expresses solidarity with Jewish people,0.0002896032435563,4.0117656222018106e-22,NO
education,Muslim,interested in religious apologetics,0.0002896032435563,0.0098897095982237,NO
education,Muslim,offers encouragement,0.0002896032435563,0.0050627861770422,NO
education,Muslim,follows kosher practices,0.0002896032435563,6.646995641265403e-10,NO
education,Muslim,manages work demands,0.0002896032435563,0.0374125493809073,NO
education,Muslim,outspoken,0.0002896032435563,1.5325484998266693e-05,NO
education,Muslim,sits alone during lunch,0.0002896032435563,0.0374125493809073,NO
education,Muslim,feels misunderstood,0.0002896032435563,0.0402012709321816,NO
education,Muslim,critical of Zionism criticism,0.0002896032435563,0.0098897095982237,NO
education,Muslim,participates in election discussions,0.0002896032435563,0.0374125493809073,NO
education,Muslim,interested in Buddhism,0.0002896032435563,0.0098897095982237,NO
education,Muslim,experiences tension due to perceived differences,0.0002896032435563,0.0017313176367549,NO
education,Muslim,facilitates reflection,0.0002896032435563,0.0347554331697523,NO
education,Muslim,adheres to vegan preferences,0.0002896032435563,0.0114795860179487,NO
education,Christian,devout,0.0330969267139479,5.1517800878682505e-33,NO
education,Christian,values interfaith dialogue,0.0171394799054373,1.2549021512007658e-12,NO
education,Christian,shares faith,0.0103427895981087,1.5853048874301646e-08,NO
education,Christian,engages in theological discussion,0.0076832151300236,0.0028739641267271,NO
education,Christian,seeks clarification,0.0070921985815602,5.697389997833552e-06,NO
education,Christian,references Scripture,0.0067966903073286,3.89661443056611e-08,NO
education,Christian,values empathy,0.0065011820330969,0.0423026675337484,NO
education,Christian,nervous in tense situations,0.0059101654846335,7.709655257955447e-05,NO
education,Christian,reads about other faiths,0.0053191489361702,0.0176720532777618,NO
education,Christian,experiences tension over historical religious conflicts,0.0050236406619385,0.0103929739139493,NO
education,Christian,reacts skeptically to religious differences,0.0050236406619385,0.0296021659562833,NO
education,Christian,seeks to balance shared values and doctrinal truth,0.0050236406619385,0.0304286650365743,NO
education,Christian,open to personal growth,0.0044326241134751,0.0013525970448602,NO
education,Christian,reflects on differing viewpoints,0.0044326241134751,0.0057007043528329,NO
education,Christian,troubled by faith and science conflicts,0.0044326241134751,0.0018646202203957,NO
education,Christian,struggles with conflicting views,0.0038416075650118,0.0011627973353868,NO
education,Christian,demonstrates perseverance,0.0038416075650118,0.0110108486064525,NO
education,Christian,believes in divine guidance,0.0035460992907801,0.0003277465089689,NO
education,Christian,seeks solace through prayer,0.0035460992907801,0.0250707885555147,NO
education,Christian,values reconciliation,0.0032505910165484,0.0141603951221194,NO
education,Christian,apologizes to avoid offending others,0.0032505910165484,0.0089329446872525,NO
education,Christian,open to learning,0.0032505910165484,0.041130314707143,NO
education,Christian,open to friendship,0.0032505910165484,0.0231887759084617,NO
education,Christian,expresses faith doubts,0.0032505910165484,0.0340813455811742,NO
education,Christian,outspoken,0.0032505910165484,1.5325484998266693e-05,NO
education,Christian,listens attentively,0.0029550827423167,8.86392595008315e-08,NO
education,Christian,has had past disagreements,0.0029550827423167,0.0122018923486335,NO
education,Christian,offers encouragement,0.0029550827423167,0.0050627861770422,NO
education,Christian,reads Hebrew scripture,0.0026595744680851,2.5870429998175843e-09,NO
education,Christian,enthusiastic,0.0026595744680851,0.0245487203924182,NO
education,Christian,experiences tension due to perceived differences,0.0026595744680851,0.0017313176367549,NO
education,Christian,participates in group prayer,0.0026595744680851,0.0130903440414755,NO
education,Christian,participates in intense debate,0.0023640661938534,0.0314127685246063,NO
education,Christian,open to discussion,0.0023640661938534,0.0316695446672514,NO
education,Christian,experiences spiritual reflection,0.0020685579196217,3.495392459545953e-10,NO
education,Christian,shows concern for others,0.0020685579196217,0.0297102272576489,NO
education,Christian,concerned about diversity,0.0020685579196217,0.0224970743012789,NO
education,Christian,determined,0.0020685579196217,0.0097276010829321,NO
education,Christian,fosters reconciliation,0.00177304964539,0.0386060386235653,NO
education,Christian,feels misunderstood,0.00177304964539,0.0402012709321816,NO
education,Christian,seeks resolution,0.0014775413711583,0.0222254432730162,NO
education,Christian,pursues compassion,0.0014775413711583,0.0104661780781226,NO
education,Christian,offers assistance,0.0014775413711583,0.0197729511026555,NO
education,Christian,experiences growth,0.0014775413711583,0.0222254432730162,NO
education,Christian,prays before tasks,0.0014775413711583,0.0222254432730162,NO
education,Christian,majoring in biblical studies,0.0011820330969267,0.0072978331237756,NO
education,Christian,values unity,0.0011820330969267,0.0072978331237756,NO
education,Christian,part of a study group with diverse spiritual views,0.0011820330969267,0.0347554331697523,NO
education,Christian,writes poetry,0.000886524822695,0.0141741382348901,NO
education,Christian,reflects in quiet contemplation,0.000886524822695,0.0049611669174987,NO
education,Christian,questions Buddhist beliefs,0.000886524822695,3.6002333520857102e-37,NO
education,Christian,frequent reader,0.000886524822695,0.0291042102583809,NO
education,Christian,studies philosophy,0.000886524822695,0.0406270681081011,NO
education,Christian,values family,0.000886524822695,2.2623239534004105e-07,NO
education,Christian,fears judgment,0.000886524822695,0.0291042102583809,NO
education,Christian,seeks common values,0.000886524822695,0.0291042102583809,NO
education,Christian,expresses solidarity with Jewish people,0.0005910165484633,4.0117656222018106e-22,NO
education,Christian,disagreements over sacred texts,0.0005910165484633,0.0023166160267579,NO
education,Christian,resilient under peer pressure,0.0005910165484633,0.007213129162552,NO
education,Christian,values quiet,0.0005910165484633,0.0051704192293362,NO
education,Christian,is patient,0.0005910165484633,0.0226177532215493,NO
education,Christian,thoughtfully considers Judaism,0.0005910165484633,4.2268863833143407e-10,NO
education,Christian,engages with Islamic reform ideas,0.0002955082742316,5.333576044844974e-19,NO
education,Christian,critical of misinformation,0.0002955082742316,0.0347554331697523,NO
education,Christian,perceives unfairness,0.0002955082742316,0.0374125493809073,NO
education,Christian,practices mindfulness,0.0002955082742316,1.0871423273622994e-90,NO
education,Christian,reflects on misrepresentation of Muslims,0.0002955082742316,6.104660578887724e-05,NO
education,Christian,encourages education,0.0002955082742316,0.0408595799416622,NO
education,Christian,values ancient wisdom,0.0002955082742316,0.0347554331697523,NO
education,Christian,manages work demands,0.0002955082742316,0.0374125493809073,NO
education,Christian,approaches others warmly,0.0002955082742316,0.0398340058002373,NO
education,Christian,good-natured,0.0002955082742316,0.0006833306588526,NO
education,Christian,sits alone during lunch,0.0002955082742316,0.0374125493809073,NO
education,Christian,participates in election discussions,0.0002955082742316,0.0374125493809073,NO
education,Christian,introspective,0.0002955082742316,0.0374125493809073,NO
education,Christian,participates in Passover rituals,0.0002955082742316,0.0180390173585985,NO
education,Christian,questioned Islamic teachings,0.0002955082742316,0.0015252619772836,NO
education,Christian,uncomfortable with anti-Israel sentiment,0.0002955082742316,0.0086404874534503,NO
education,Buddhism,practices mindfulness,0.0468795780837972,1.0871423273622994e-90,NO
education,Buddhism,questions Buddhist beliefs,0.0193378259595663,3.6002333520857102e-37,NO
education,Buddhism,experiences spiritual reflection,0.0111338997949018,3.495392459545953e-10,NO
education,Buddhism,listens attentively,0.0099619103428069,8.86392595008315e-08,NO
education,Buddhism,admires Buddhism,0.0084969235276882,5.254642952572117e-18,NO
education,Buddhism,shows concern for others,0.0067389393495458,0.0297102272576489,NO
education,Buddhism,promotes peaceful interaction,0.0061529446234983,0.0009908517497489,NO
education,Buddhism,reflects on differing viewpoints,0.0061529446234983,0.0057007043528329,NO
education,Buddhism,values empathy,0.0049809551714034,0.0423026675337484,NO
education,Buddhism,offers encouragement,0.0041019630823322,0.0050627861770422,NO
education,Buddhism,offers assistance,0.0041019630823322,0.0197729511026555,NO
education,Buddhism,skeptical of meditation,0.0035159683562847,0.0008313621962707,NO
education,Buddhism,reflects in quiet contemplation,0.003222970993261,0.0049611669174987,NO
education,Buddhism,fosters reconciliation,0.003222970993261,0.0386060386235653,NO
education,Buddhism,values quiet,0.003222970993261,0.0051704192293362,NO
education,Buddhism,encourages education,0.0029299736302373,0.0408595799416622,NO
education,Buddhism,open to discussion,0.0026369762672135,0.0316695446672514,NO
education,Buddhism,calm,0.0026369762672135,0.00016782465924,NO
education,Buddhism,observes others,0.0026369762672135,0.0051217173854733,NO
education,Buddhism,is patient,0.0026369762672135,0.0226177532215493,NO
education,Buddhism,studies philosophy,0.0026369762672135,0.0406270681081011,NO
education,Buddhism,observant,0.0023439789041898,6.81378166544853e-10,NO
education,Buddhism,manages stress,0.0023439789041898,0.0073682521409879,NO
education,Buddhism,good-natured,0.0020509815411661,0.0006833306588526,NO
education,Buddhism,approaches others warmly,0.0017579841781423,0.0398340058002373,NO
education,Buddhism,sips tea,0.0017579841781423,0.0004282189959681,NO
education,Buddhism,adheres to vegan preferences,0.0017579841781423,0.0114795860179487,NO
education,Buddhism,pursues compassion,0.0017579841781423,0.0104661780781226,NO
education,Buddhism,composed,0.0014649868151186,0.0222254432730162,NO
education,Buddhism,participates in election discussions,0.0014649868151186,0.0374125493809073,NO
education,Buddhism,participates in retreats,0.0014649868151186,0.0017834842250399,NO
education,Buddhism,graduate student,0.0014649868151186,0.04088820763514,NO
education,Buddhism,practicing,0.0014649868151186,4.174630673806834e-06,NO
education,Buddhism,manages work demands,0.0014649868151186,0.0374125493809073,NO
education,Buddhism,introspective,0.0014649868151186,0.0374125493809073,NO
education,Buddhism,sits alone during lunch,0.0014649868151186,0.0374125493809073,NO
education,Buddhism,monk,0.0011719894520949,0.0072978331237756,NO
education,Buddhism,writes poetry,0.0011719894520949,0.0141741382348901,NO
education,Buddhism,discusses traditions,0.0011719894520949,0.0158996251301866,NO
education,Buddhism,expresses faith doubts,0.0011719894520949,0.0340813455811742,NO
education,Buddhism,seeks to balance shared values and doctrinal truth,0.0011719894520949,0.0304286650365743,NO
education,Buddhism,values reconciliation,0.0011719894520949,0.0141603951221194,NO
education,Buddhism,follows beliefs about karma and reincarnation,0.0011719894520949,0.0072978331237756,NO
education,Buddhism,analytical,0.0011719894520949,0.0072978331237756,NO
education,Buddhism,facilitates reflection,0.0011719894520949,0.0347554331697523,NO
education,Buddhism,guides others,0.0008789920890711,0.0291042102583809,NO
education,Buddhism,has had past disagreements,0.0008789920890711,0.0122018923486335,NO
education,Buddhism,open to cross-cultural dialogue,0.0008789920890711,0.0034613813249427,NO
education,Buddhism,seeks solace through prayer,0.0008789920890711,0.0250707885555147,NO
education,Buddhism,engages in tea ceremony as spiritual practice,0.0008789920890711,0.0291042102583809,NO
education,Buddhism,values Jesus' teachings,0.0008789920890711,0.0001939506094069,NO
education,Buddhism,gentle,0.0008789920890711,0.0291042102583809,NO
education,Buddhism,guides public discussions,0.0008789920890711,0.0291042102583809,NO
education,Buddhism,values meditation sessions,0.0008789920890711,0.0291042102583809,NO
education,Buddhism,seeks clarification,0.0008789920890711,5.697389997833552e-06,NO
education,Buddhism,open to personal growth,0.0008789920890711,0.0013525970448602,NO
education,Buddhism,respects history and culture,0.0008789920890711,0.0049307395960581,NO
education,Buddhism,offered comfort,0.0008789920890711,0.0291042102583809,NO
education,Buddhism,shaved head,0.0008789920890711,0.0291042102583809,NO
education,Buddhism,practices breath control,0.0008789920890711,0.0291042102583809,NO
education,Buddhism,struggles with conflicting views,0.0005859947260474,0.0011627973353868,NO
education,Buddhism,explores Kabbalistic mysticism,0.0005859947260474,0.0222254432730162,NO
education,Buddhism,enthusiastic about other traditions,0.0005859947260474,0.0411268894201134,NO
education,Buddhism,enthusiastic,0.0005859947260474,0.0245487203924182,NO
education,Buddhism,seeks resolution,0.0005859947260474,0.0222254432730162,NO
education,Buddhism,demonstrates perseverance,0.0005859947260474,0.0110108486064525,NO
education,Buddhism,experiences growth,0.0005859947260474,0.0222254432730162,NO
education,Buddhism,reacts skeptically to religious differences,0.0002929973630237,0.0296021659562833,NO
education,Buddhism,engages in theological discussion,0.0002929973630237,0.0028739641267271,NO
education,Buddhism,engaged in religion,0.0002929973630237,0.0097276010829321,NO
education,Buddhism,part of a study group with diverse spiritual views,0.0002929973630237,0.0347554331697523,NO
education,Buddhism,follows kosher practices,0.0002929973630237,6.646995641265403e-10,NO
education,Buddhism,thoughtfully considers Judaism,0.0002929973630237,4.2268863833143407e-10,NO
education,Buddhism,concerned about religious extremism,0.0002929973630237,0.0259596317749572,NO
education,Buddhism,practices Arabic,0.0002929973630237,0.0026518762426752,NO
education,Buddhism,addresses Jack's anxiety,0.0002929973630237,0.0347554331697523,NO
education,Buddhism,outspoken,0.0002929973630237,1.5325484998266693e-05,NO
education,Buddhism,influenced by Islamic literature,0.0002929973630237,0.0114795860179487,NO
sports,Judaism,lacks familiarity with Judaism,0.0130407783067687,4.35684659085112e-33,NO
sports,Judaism,engages with other faiths,0.0117987994204098,2.2338423238743626e-07,NO
sports,Judaism,socially observant,0.0099358310908714,3.511799305094075e-07,NO
sports,Judaism,has conflicting religious observances,0.0091078451666321,1.7556368299895035e-14,NO
sports,Judaism,devout,0.0084868557234527,7.212002048514123e-30,NO
sports,Judaism,values tradition,0.0082798592423928,8.658201105487803e-14,NO
sports,Judaism,values freedom of belief,0.0078658662802732,5.91439202052712e-07,NO
sports,Judaism,experiences tension from differing beliefs,0.0078658662802732,2.151231581445753e-06,NO
sports,Judaism,wears religious jewelry,0.0070378803560339,9.191536750241405e-08,NO
sports,Judaism,shares family traditions,0.0060028979507348,5.413285314375491e-07,NO
sports,Judaism,feels frustration from disruptions,0.0047609190643759,0.0032479212420623,NO
sports,Judaism,competitive,0.0047609190643759,0.0028503584687101,NO
sports,Judaism,open to interfaith conversations,0.0041399296211964,0.0017968239591569,NO
sports,Judaism,values spiritual renewal,0.0041399296211964,0.0066622367666315,NO
sports,Judaism,uncomfortable discussing faith,0.0039329331401366,0.004456149131733,NO
sports,Judaism,experiences cultural differences,0.0039329331401366,0.0002881296038856,NO
sports,Judaism,stands up against anti-Semitism,0.0039329331401366,2.0532737266295613e-08,NO
sports,Judaism,involved in church activities,0.0035189401780169,2.068702882245578e-06,NO
sports,Judaism,values shared commonalities,0.0026909542537776,0.0198728883561021,NO
sports,Judaism,sees faith and sport as mutually enriching,0.0024839577727178,0.0355623123666465,NO
sports,Judaism,draws parallels with faith,0.0024839577727178,0.0002115181148984,NO
sports,Judaism,values strength,0.002276961291658,0.0106682090607034,NO
sports,Judaism,faces discrimination,0.002276961291658,0.008507002935071,NO
sports,Judaism,feels gratitude,0.002276961291658,0.030302606274508,NO
sports,Judaism,engages in conversation,0.002276961291658,0.0061048655363213,NO
sports,Judaism,seeks understanding,0.002276961291658,0.003648784729313,NO
sports,Judaism,values direct action,0.0020699648105982,0.0145853735058271,NO
sports,Judaism,feels disappointment,0.0020699648105982,0.0052337450752078,NO
sports,Judaism,maintains prayer schedule,0.0018629683295383,3.07057790125408e-13,NO
sports,Judaism,balances family and personal goals,0.0018629683295383,0.0009542801180439,NO
sports,Judaism,wears cultural symbol,0.0018629683295383,0.0040452833928322,NO
sports,Judaism,demonstrates passion for spiritual fulfillment,0.0016559718484785,0.0493711557421163,NO
sports,Judaism,feels isolated due to spiritual differences,0.0016559718484785,0.0271335443760806,NO
sports,Judaism,respects sacred religious days,0.0016559718484785,0.0006248602015912,NO
sports,Judaism,participates in group fitness class,0.0016559718484785,0.0179809621880104,NO
sports,Judaism,seeks cultural awareness,0.0016559718484785,0.0018335025432876,NO
sports,Judaism,finds strength through prayer,0.0014489753674187,4.968551827047416e-06,NO
sports,Judaism,seeks solace,0.0014489753674187,0.0004232874788707,NO
sports,Judaism,feels self-conscious,0.0014489753674187,0.0416969484994523,NO
sports,Judaism,proud of identity,0.0014489753674187,0.0001027315253804,NO
sports,Judaism,wears a shirt with a Bible verse,0.0014489753674187,6.4747496086565975e-06,NO
sports,Judaism,connected to heritage,0.0014489753674187,0.0001027315253804,NO
sports,Judaism,discusses Jesus' teachings,0.0012419788863589,0.0002542672928609,NO
sports,Judaism,uses faith,0.0012419788863589,3.8802041270105786e-11,NO
sports,Judaism,shares scripture,0.0012419788863589,9.38186220998305e-06,NO
sports,Judaism,open to discussion,0.0012419788863589,0.0190962699810383,NO
sports,Judaism,concerned about interfaith perceptions,0.0012419788863589,0.0261317391429381,NO
sports,Judaism,seeks inner peace through exercise,0.0010349824052991,2.306790925944808e-09,NO
sports,Judaism,seeks common ground,0.0010349824052991,0.0317428915531021,NO
sports,Judaism,seeks connection,0.0010349824052991,0.0028109899691458,NO
sports,Judaism,passionate,0.0010349824052991,0.0417781759664069,NO
sports,Judaism,reflects on assumptions,0.0010349824052991,0.0375870116810868,NO
sports,Judaism,practices smiling,0.0010349824052991,0.0207070912777023,NO
sports,Judaism,introspective,0.0008279859242392,0.0011280838347724,NO
sports,Judaism,stands up for friends,0.0008279859242392,4.974143894243476e-05,NO
sports,Judaism,maintains calm in chaos,0.0008279859242392,1.419176400446785e-09,NO
sports,Judaism,maintains modest dress,0.0008279859242392,0.0020644490368536,NO
sports,Judaism,traditional,0.0008279859242392,0.0348734750819108,NO
sports,Judaism,frustrated by division,0.0008279859242392,0.0348734750819108,NO
sports,Judaism,experiences emotional impact from prejudice,0.0008279859242392,0.0348734750819108,NO
sports,Judaism,sings in worship,0.0006209894431794,0.0041337336109017,NO
sports,Judaism,experiences tension from unintended attention,0.0006209894431794,0.0291663706939123,NO
sports,Judaism,prayer,0.0006209894431794,0.0420036953415955,NO
sports,Judaism,community advocate,0.0006209894431794,0.0291663706939123,NO
sports,Judaism,feels insecure around peers,0.0006209894431794,0.0041337336109017,NO
sports,Judaism,encourages deep breathing,0.0004139929621196,0.0493203039757302,NO
sports,Judaism,plays golf,0.0004139929621196,0.0343460983021164,NO
